,property_link,suburb,address,property_type,price,attributes,closest_school
827,https://www.domain.com.au/7-coates-court-shepparton-vic-3630-13170312,SHEPPARTON VIC 3630,"7 Coates Court, SHEPPARTON VIC 3630",House,$400 pw,"['3 Beds', '2 Baths', '2 Parking']",1 km away
828,https://www.domain.com.au/26-mokhtar-drive-hoppers-crossing-vic-3029-16103210,HOPPERS CROSSING VIC 3029,"26 Mokhtar Drive, HOPPERS CROSSING VIC 3029",House,$400 per week/ $1738 PCM,"['4 Beds', '2 Baths', '− Parking']",0.3 km away
829,https://www.domain.com.au/722-ripon-street-south-redan-vic-3350-16103208,REDAN VIC 3350,"722 Ripon Street South, REDAN VIC 3350",House,$390 per week,"['3 Beds', '1 Bath', '2 Parking']",1.2 km away
830,https://www.domain.com.au/1-bethwyn-street-bentleigh-east-vic-3165-16103205,BENTLEIGH EAST VIC 3165,"1 Bethwyn Street, BENTLEIGH EAST VIC 3165",House,$495.00,"['3 Beds', '1 Bath', '2 Parking']",0.7 km away
831,https://www.domain.com.au/11-bowen-street-cranbourne-vic-3977-16103193,CRANBOURNE VIC 3977,"11 Bowen Street, CRANBOURNE VIC 3977",House,$390,"['3 Beds', '1 Bath', '2 Parking']",0.9 km away
832,https://www.domain.com.au/12-clydebank-court-strathfieldsaye-vic-3551-16044307,STRATHFIELDSAYE VIC 3551,"12 Clydebank Court, STRATHFIELDSAYE VIC 3551",House,$450 per week,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
833,https://www.domain.com.au/6-bridle-place-pakenham-vic-3810-16103191,PAKENHAM VIC 3810,"6 Bridle Place, PAKENHAM VIC 3810",House,$400,"['3 Beds', '1 Bath', '4 Parking']",1.6 km away
834,https://www.domain.com.au/13-visage-drive-south-morang-vic-3752-11845898,SOUTH MORANG VIC 3752,"13 Visage Drive, SOUTH MORANG VIC 3752",House,$375 Per Week,"['3 Beds', '2 Baths', '1 Parking']",1 km away
835,https://www.domain.com.au/90-sabel-drive-cranbourne-north-vic-3977-16103181,CRANBOURNE NORTH VIC 3977,"90 Sabel Drive, CRANBOURNE NORTH VIC 3977",House,$430,"['3 Beds', '2 Baths', '2 Parking']",0.8 km away
836,https://www.domain.com.au/5-dundalk-street-sunshine-vic-3020-16103177,SUNSHINE VIC 3020,"5 Dundalk Street, SUNSHINE VIC 3020",House,$360.00,"['3 Beds', '1 Bath', '2 Parking']",0.7 km away
837,https://www.domain.com.au/4-dana-avenue-blairgowrie-vic-3942-15894520,BLAIRGOWRIE VIC 3942,"4 Dana Avenue, BLAIRGOWRIE VIC 3942",House,$400.00 per week,"['2 Beds', '1 Bath', '2 Parking']",4.2 km away
838,https://www.domain.com.au/28-canunda-way-tarneit-vic-3029-16103169,TARNEIT VIC 3029,"28 Canunda Way, TARNEIT VIC 3029",House,$390 per week/$1695 PCM,"['3 Beds', '2 Baths', '2 Parking']",1 km away
839,https://www.domain.com.au/1-20-carramar-street-chadstone-vic-3148-16100769,CHADSTONE VIC 3148,"1/20 Carramar Street, CHADSTONE VIC 3148",House,$600,"['3 Beds', '2 Baths', '2 Parking']",1.4 km away
840,https://www.domain.com.au/1-cole-court-toorak-vic-3142-16103151,TOORAK VIC 3142,"1 Cole Court, TOORAK VIC 3142",House,"$2,000.00 Per Week","['2 Beds', '2 Baths', '2 Parking']",0.8 km away
841,https://www.domain.com.au/16-palermo-street-greenvale-vic-3059-16103125,GREENVALE VIC 3059,"16 Palermo Street, GREENVALE VIC 3059",House,$540 per week,"['4 Beds', '2 Baths', '2 Parking']",3 km away
842,https://www.domain.com.au/10-bonney-place-kilmore-vic-3764-10796135,KILMORE VIC 3764,"10 Bonney Place, KILMORE VIC 3764",House,$390.00 per week,"['4 Beds', '2 Baths', '2 Parking']",0.9 km away
843,https://www.domain.com.au/7-lucknow-drive-beveridge-vic-3753-13508812,BEVERIDGE VIC 3753,"7 Lucknow Drive, BEVERIDGE VIC 3753",House,$460 per week ($1999 pcm),"['4 Beds', '2 Baths', '2 Parking']",3.2 km away
844,https://www.domain.com.au/110-brunswick-road-brunswick-vic-3056-16103107,BRUNSWICK VIC 3056,"110 Brunswick Road, BRUNSWICK VIC 3056",House,$570,"['3 Beds', '1 Bath', '− Parking']",0.4 km away
845,https://www.domain.com.au/24-zenith-road-beveridge-vic-3753-16103106,BEVERIDGE VIC 3753,"24 Zenith Road, BEVERIDGE VIC 3753",House,$450 per week ($1955 pcm),"['4 Beds', '2 Baths', '2 Parking']",2.6 km away
846,https://www.domain.com.au/4-7-ellesmere-parade-rosanna-vic-3084-13367319,ROSANNA VIC 3084,"4/7 Ellesmere Parade, ROSANNA VIC 3084",House,$480 per week,"['2 Beds', '2 Baths', '1 Parking']",0.8 km away
847,https://www.domain.com.au/12-abbeygate-street-oakleigh-vic-3166-14525564,OAKLEIGH VIC 3166,"12 Abbeygate Street, OAKLEIGH VIC 3166",House,$480,"['3 Beds', '1 Bath', '3 Parking']",1.1 km away
848,https://www.domain.com.au/24-bullen-street-doncaster-east-vic-3109-16103080,DONCASTER EAST VIC 3109,"24 bullen street, DONCASTER EAST VIC 3109",House,$625,"['4 Beds', '2 Baths', '− Parking']",1.1 km away
849,https://www.domain.com.au/1-75-linda-crescent-ferntree-gully-vic-3156-16103077,FERNTREE GULLY VIC 3156,"1/75 Linda Crescent, FERNTREE GULLY VIC 3156",House,$430 per week,"['3 Beds', '1 Bath', '2 Parking']",0.7 km away
850,https://www.domain.com.au/59-highton-lane-mansfield-vic-3722-16103075,MANSFIELD VIC 3722,"59 Highton Lane, MANSFIELD VIC 3722",House,$520,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
851,https://www.domain.com.au/3-bluffview-terrace-point-cook-vic-3030-16103062,POINT COOK VIC 3030,"3 Bluffview Terrace, POINT COOK VIC 3030",House,$450 Per Week,"['4 Beds', '2 Baths', '2 Parking']",0.7 km away
852,https://www.domain.com.au/15b-margaret-street-south-yarra-vic-3141-16103060,SOUTH YARRA VIC 3141,"15B Margaret Street, SOUTH YARRA VIC 3141",House,$425,"['2 Beds', '1 Bath', '− Parking']",0.4 km away
853,https://www.domain.com.au/6-princess-st-south-morang-vic-3752-16103033,SOUTH MORANG VIC 3752,"6 Princess St, SOUTH MORANG VIC 3752",House,$460.00,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
854,https://www.domain.com.au/3-91a-arthur-st-eltham-vic-3095-16103032,ELTHAM VIC 3095,"3/91A Arthur St, ELTHAM VIC 3095",House,"$1,000.00","['4 Beds', '2 Baths', '2 Parking']",0.6 km away
855,https://www.domain.com.au/6-guernsey-street-donnybrook-vic-3064-16103026,DONNYBROOK VIC 3064,"6 Guernsey Street, DONNYBROOK VIC 3064",House,$430,"['4 Beds', '2 Baths', '1 Parking']",5.8 km away
856,https://www.domain.com.au/713-burwood-highway-ferntree-gully-vic-3156-16103011,FERNTREE GULLY VIC 3156,"713 Burwood Highway, FERNTREE GULLY VIC 3156",House,$480 per week,"['3 Beds', '1 Bath', '2 Parking']",0.6 km away
857,https://www.domain.com.au/9-stayner-court-glen-waverley-vic-3150-16102998,GLEN WAVERLEY VIC 3150,"9 Stayner Court, GLEN WAVERLEY VIC 3150",House,$550 Per Week,"['4 Beds', '1 Bath', '2 Parking']",0.4 km away
858,https://www.domain.com.au/20-elmhurst-road-wollert-vic-3750-16102989,WOLLERT VIC 3750,"20 Elmhurst Road, WOLLERT VIC 3750",House,$540PW/$2346PCM,"['4 Beds', '2 Baths', '2 Parking']",3.5 km away
859,https://www.domain.com.au/54-simpson-street-northcote-vic-3070-16102988,NORTHCOTE VIC 3070,"54 Simpson Street, NORTHCOTE VIC 3070",House,$845,"['3 Beds', '1 Bath', '− Parking']",0.3 km away
860,https://www.domain.com.au/48-wasim-circuit-rockbank-vic-3335-16102970,ROCKBANK VIC 3335,"48 Wasim Circuit, ROCKBANK VIC 3335",House,$400,"['3 Beds', '2 Baths', '2 Parking']",1.4 km away
861,https://www.domain.com.au/37-grove-road-craigieburn-vic-3064-16102968,CRAIGIEBURN VIC 3064,"37 Grove Road, CRAIGIEBURN VIC 3064",House,$390 per week,"['3 Beds', '2 Baths', '1 Parking']",0.8 km away
862,https://www.domain.com.au/28-hawker-avenue-preston-vic-3072-16102960,PRESTON VIC 3072,"28 Hawker Avenue, PRESTON VIC 3072",House,$540.00 per week,"['2 Beds', '1 Bath', '2 Parking']",0.2 km away
863,https://www.domain.com.au/5-4-edith-street-dandenong-vic-3175-15843189,DANDENONG VIC 3175,"5/4 Edith Street, DANDENONG VIC 3175",House,$280,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
864,https://www.domain.com.au/12-evan-street-berwick-vic-3806-16102944,BERWICK VIC 3806,"12 Evan Street, BERWICK VIC 3806",House,$430 p.w.,"['3 Beds', '1 Bath', '3 Parking']",1.3 km away
865,https://www.domain.com.au/108-stadium-cct-mulgrave-vic-3170-16102931,MULGRAVE VIC 3170,"108 Stadium Cct, MULGRAVE VIC 3170",House,$670 p.w.,"['4 Beds', '3 Baths', '2 Parking']",1.2 km away
866,https://www.domain.com.au/24-kleine-street-noble-park-vic-3174-16102906,NOBLE PARK VIC 3174,"24 Kleine Street, NOBLE PARK VIC 3174",House,$530 Per Week,"['4 Beds', '1 Bath', '3 Parking']",0.3 km away
867,https://www.domain.com.au/21-thiele-street-doncaster-vic-3108-16102902,DONCASTER VIC 3108,"21 Thiele Street, DONCASTER VIC 3108",House,$1000 Per Week,"['4 Beds', '2 Baths', '3 Parking']",0.2 km away
868,https://www.domain.com.au/45a-barkly-street-sunbury-vic-3429-15843917,SUNBURY VIC 3429,"45A Barkly Street, SUNBURY VIC 3429",House,$400,"['2 Beds', '1 Bath', '2 Parking']",1 km away
869,https://www.domain.com.au/56-rene-street-preston-vic-3072-16102853,PRESTON VIC 3072,"56 Rene Street, PRESTON VIC 3072",House,$580.00,"['3 Beds', '1 Bath', '2 Parking']",0.8 km away
870,https://www.domain.com.au/21-lyle-street-brunswick-vic-3056-15669895,BRUNSWICK VIC 3056,"21 Lyle Street, BRUNSWICK VIC 3056",House,$925 per week,"['4 Beds', '1 Bath', '2 Parking']",0.7 km away
871,https://www.domain.com.au/9-mayfair-drive-west-wodonga-vic-3690-15226704,WEST WODONGA VIC 3690,"9 Mayfair Drive, WEST WODONGA VIC 3690",House,$500,"['3 Beds', '2 Baths', '2 Parking']",1.2 km away
872,https://www.domain.com.au/23-sargood-st-coburg-vic-3058-13289358,COBURG VIC 3058,"23 Sargood St, COBURG VIC 3058",House,$540,"['2 Beds', '1 Bath', '3 Parking']",0.8 km away
873,https://www.domain.com.au/1-mcauliffe-street-wodonga-vic-3690-16101847,WODONGA VIC 3690,"1 McAuliffe Street, WODONGA VIC 3690",House,$530 Per Week,"['4 Beds', '2 Baths', '2 Parking']",1.9 km away
874,https://www.domain.com.au/476b-sydney-road-brunswick-vic-3056-16101831,BRUNSWICK VIC 3056,"476B Sydney Road, BRUNSWICK VIC 3056",House,"$1,100 per week","['4 Beds', '1 Bath', '1 Parking']",0.7 km away
875,https://www.domain.com.au/2-ackland-court-berwick-vic-3806-16101705,BERWICK VIC 3806,"2 Ackland Court, BERWICK VIC 3806",House,$575 per week,"['4 Beds', '2 Baths', '2 Parking']",0.8 km away
876,https://www.domain.com.au/143-murlong-street-swan-hill-vic-3585-16101664,SWAN HILL VIC 3585,"143 Murlong Street, SWAN HILL VIC 3585",House,$260.00 weekly,"['3 Beds', '1 Bath', '1 Parking']",0.6 km away
877,https://www.domain.com.au/56-graham-road-highett-vic-3190-16101362,HIGHETT VIC 3190,"56 Graham Road, HIGHETT VIC 3190",House,$500.00 per week,"['2 Beds', '1 Bath', '2 Parking']",0.9 km away
878,https://www.domain.com.au/3-cole-street-hawthorn-east-vic-3123-16101351,HAWTHORN EAST VIC 3123,"3 Cole Street, HAWTHORN EAST VIC 3123",House,"$2,100 per week","['5 Beds', '4 Baths', '4 Parking']",0.6 km away
879,https://www.domain.com.au/10-carol-street-scoresby-vic-3179-16101328,SCORESBY VIC 3179,"10 Carol Street, SCORESBY VIC 3179",House,$550 per week,"['4 Beds', '2 Baths', '2 Parking']",0.6 km away
880,https://www.domain.com.au/2-40-milleara-road-keilor-east-vic-3033-16101324,KEILOR EAST VIC 3033,"2/40 Milleara Road, KEILOR EAST VIC 3033",House,$299,"['1 Bed', '1 Bath', '1 Parking']",0.6 km away
881,https://www.domain.com.au/29-lodging-drive-tarneit-vic-3029-16101316,TARNEIT VIC 3029,"29 Lodging drive, TARNEIT VIC 3029",House,$470,"['4 Beds', '2 Baths', '2 Parking']",2.2 km away
882,https://www.domain.com.au/10-haywood-street-morwell-vic-3840-16101301,MORWELL VIC 3840,"10 Haywood Street, MORWELL VIC 3840",House,$490 Per Week,"['4 Beds', '2 Baths', '3 Parking']",0.7 km away
883,https://www.domain.com.au/20-tresswell-avenue-newborough-vic-3825-16101293,NEWBOROUGH VIC 3825,"20 Tresswell Avenue, NEWBOROUGH VIC 3825",House,$430 Per Week,"['4 Beds', '1 Bath', '− Parking']",0.3 km away
884,https://www.domain.com.au/1-1881-mt-macedon-road-woodend-vic-3442-16101282,WOODEND VIC 3442,"1/1881 Mt Macedon Road, WOODEND VIC 3442",House,$690 per week,"['3 Beds', '2 Baths', '2 Parking']",1.3 km away
885,https://www.domain.com.au/448-new-street-brighton-vic-3186-16101269,BRIGHTON VIC 3186,"448 New Street, BRIGHTON VIC 3186",House,$560.00,"['3 Beds', '1 Bath', '2 Parking']",0.4 km away
886,https://www.domain.com.au/7-harris-street-st-albans-vic-3021-16101267,ST ALBANS VIC 3021,"7 Harris Street, ST ALBANS VIC 3021",House,$500,"['4 Beds', '3 Baths', '2 Parking']",0.5 km away
887,https://www.domain.com.au/40-passchendaele-street-hampton-vic-3188-16101221,HAMPTON VIC 3188,"40 Passchendaele Street, HAMPTON VIC 3188",House,$875.00,"['3 Beds', '2 Baths', '2 Parking']",0.4 km away
888,https://www.domain.com.au/13-beddington-street-keysborough-vic-3173-16101183,KEYSBOROUGH VIC 3173,"13 Beddington Street, KEYSBOROUGH VIC 3173",House,$630,"['4 Beds', '2 Baths', '2 Parking']",0.8 km away
889,https://www.domain.com.au/32-leithead-street-brunswick-vic-3056-4210437,BRUNSWICK VIC 3056,"32 Leithead Street, BRUNSWICK VIC 3056",House,$475,"['2 Beds', '1 Bath', '− Parking']",0.7 km away
890,https://www.domain.com.au/35-genista-road-cranbourne-west-vic-3977-16101168,CRANBOURNE WEST VIC 3977,"35 Genista Road, CRANBOURNE WEST VIC 3977",House,$465 per week,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
891,https://www.domain.com.au/16-allen-street-laverton-vic-3028-16101165,LAVERTON VIC 3028,"16 Allen Street, LAVERTON VIC 3028",House,$320,"['3 Beds', '1 Bath', '1 Parking']",0.8 km away
892,https://www.domain.com.au/33-victoria-street-footscray-vic-3011-16101139,FOOTSCRAY VIC 3011,"33 Victoria Street, FOOTSCRAY VIC 3011",House,$833,"['3 Beds', '1 Bath', '4 Parking']",0.3 km away
893,https://www.domain.com.au/22-kiewa-east-road-tangambalanga-vic-3691-16101133,TANGAMBALANGA VIC 3691,"22 Kiewa East Road, TANGAMBALANGA VIC 3691",House,$580 per week,"['4 Beds', '3 Baths', '4 Parking']",1.1 km away
894,https://www.domain.com.au/56-owarra-boulevard-mount-duneed-vic-3217-16101127,MOUNT DUNEED VIC 3217,"56 Owarra Boulevard, MOUNT DUNEED VIC 3217",House,$550 per week,"['4 Beds', '2 Baths', '2 Parking']",0.6 km away
895,https://www.domain.com.au/7-walters-street-brunswick-vic-3056-16101017,BRUNSWICK VIC 3056,"7 Walters Street, BRUNSWICK VIC 3056",House,$700 per week,"['2 Beds', '1 Bath', '2 Parking']",0.8 km away
896,https://www.domain.com.au/47b-milton-street-elwood-vic-3184-16100985,ELWOOD VIC 3184,"47B Milton Street, ELWOOD VIC 3184",House,$750 per week,"['3 Beds', '1 Bath', '1 Parking']",0.7 km away
897,https://www.domain.com.au/5-selbourne-street-hawthorn-vic-3122-16100970,HAWTHORN VIC 3122,"5 Selbourne Street, HAWTHORN VIC 3122",House,$715.00,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
898,https://www.domain.com.au/5-selbourne-street-hawthorn-vic-3122-16100969,HAWTHORN VIC 3122,"5 Selbourne Street, HAWTHORN VIC 3122",House,$715.00,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
899,https://www.domain.com.au/2-oreilly-road-tarneit-vic-3029-16100961,TARNEIT VIC 3029,"2 Oreilly Road, TARNEIT VIC 3029",House,"$370pw/$1,608pcm","['3 Beds', '2 Baths', '1 Parking']",0.6 km away
900,https://www.domain.com.au/4-nardoo-street-south-morang-vic-3752-16100959,SOUTH MORANG VIC 3752,"4 Nardoo Street, SOUTH MORANG VIC 3752",House,"$540 pw/ $2,346 pcm","['4 Beds', '2 Baths', '2 Parking']",1.1 km away
901,https://www.domain.com.au/12-midas-court-meadow-heights-vic-3048-16100952,MEADOW HEIGHTS VIC 3048,"12 Midas Court, MEADOW HEIGHTS VIC 3048",House,$370 Per Week,"['4 Beds', '1 Bath', '1 Parking']",0.4 km away
902,https://www.domain.com.au/55-york-street-surrey-hills-vic-3127-16100881,SURREY HILLS VIC 3127,"55 York Street, SURREY HILLS VIC 3127",House,"$1,999.00","['5 Beds', '2 Baths', '2 Parking']",0.3 km away
903,https://www.domain.com.au/2-108-rosebud-parade-rosebud-vic-3939-16100923,ROSEBUD VIC 3939,"2/108 Rosebud Parade, ROSEBUD VIC 3939",House,$340 weekly,"['2 Beds', '1 Bath', '2 Parking']",0.9 km away
904,https://www.domain.com.au/27-sturt-street-kyneton-vic-3444-16100920,KYNETON VIC 3444,"27 Sturt Street, KYNETON VIC 3444",House,$520.00,"['3 Beds', '2 Baths', '2 Parking']",0.2 km away
905,https://www.domain.com.au/16-devereux-way-charlemont-vic-3217-16100904,CHARLEMONT VIC 3217,"16 Devereux Way, CHARLEMONT VIC 3217",House,$490 per week,"['4 Beds', '2 Baths', '2 Parking']",2.2 km away
906,https://www.domain.com.au/2-29-brockley-street-wodonga-vic-3690-16100901,WODONGA VIC 3690,"2/29 Brockley Street, WODONGA VIC 3690",House,$450 per week,"['3 Beds', '2 Baths', '2 Parking']",0.2 km away
907,https://www.domain.com.au/113a-warrandyte-road-ringwood-vic-3134-16100895,RINGWOOD VIC 3134,"113A Warrandyte Road, RINGWOOD VIC 3134",House,$515.00 pw,"['3 Beds', '2 Baths', '1 Parking']",0.7 km away
908,https://www.domain.com.au/58-saltbush-crescent-brookfield-vic-3338-16100894,BROOKFIELD VIC 3338,"58 Saltbush Crescent, BROOKFIELD VIC 3338",House,$345 pw,"['3 Beds', '2 Baths', '1 Parking']",2.4 km away
909,https://www.domain.com.au/2-mayfair-avenue-templestowe-lower-vic-3107-16100887,TEMPLESTOWE LOWER VIC 3107,"2 Mayfair Avenue, TEMPLESTOWE LOWER VIC 3107",House,$550.00,"['4 Beds', '2 Baths', '1 Parking']",0.1 km away
910,https://www.domain.com.au/53-alexander-street-seddon-vic-3011-16100885,SEDDON VIC 3011,"53 Alexander Street, SEDDON VIC 3011",House,$800.00,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
911,https://www.domain.com.au/simpson-court-traralgon-vic-3844-16100872,TRARALGON VIC 3844,"Simpson Court, TRARALGON VIC 3844",House,$410,"['3 Beds', '1 Bath', '2 Parking']",0.4 km away
912,https://www.domain.com.au/7-wattletree-road-drumcondra-vic-3215-16100869,DRUMCONDRA VIC 3215,"7 Wattletree Road, DRUMCONDRA VIC 3215",House,$420.00,"['3 Beds', '1 Bath', '− Parking']",1 km away
913,https://www.domain.com.au/202-mahoneys-road-burwood-east-vic-3151-16100867,BURWOOD EAST VIC 3151,"202 Mahoneys Road, BURWOOD EAST VIC 3151",House,$495 per week,"['3 Beds', '1 Bath', '3 Parking']",0.3 km away
914,https://www.domain.com.au/158-burnley-street-richmond-vic-3121-13706826,RICHMOND VIC 3121,"158 Burnley Street, RICHMOND VIC 3121",House,$825 per week,"['3 Beds', '2 Baths', '2 Parking']",0.4 km away
915,https://www.domain.com.au/82-thoresby-crescent-craigieburn-vic-3064-16100810,CRAIGIEBURN VIC 3064,"82 Thoresby Crescent, CRAIGIEBURN VIC 3064",House,$420 pw pw,"['3 Beds', '2 Baths', '1 Parking']",0.3 km away
916,https://www.domain.com.au/28-vaughan-street-paynesville-vic-3880-16100790,PAYNESVILLE VIC 3880,"28 Vaughan Street, PAYNESVILLE VIC 3880",House,$400.00 per week pw,"['2 Beds', '1 Bath', '2 Parking']",0.3 km away
917,https://www.domain.com.au/60-benson-street-benalla-vic-3672-16100780,BENALLA VIC 3672,"60 Benson Street, BENALLA VIC 3672",House,$450 per week,"['4 Beds', '1 Bath', '2 Parking']",1.8 km away
918,https://www.domain.com.au/8-macarthur-place-north-carlton-vic-3053-16100770,CARLTON VIC 3053,"8 Macarthur Place North, CARLTON VIC 3053",House,$540.00,"['2 Beds', '1 Bath', '− Parking']",0.4 km away
919,https://www.domain.com.au/33-mathoura-road-toorak-vic-3142-15963480,TOORAK VIC 3142,"33 Mathoura Road, TOORAK VIC 3142",House,$680.00,"['3 Beds', '1 Bath', '− Parking']",0.3 km away
920,https://www.domain.com.au/2-5-amarina-close-meadow-heights-vic-3048-16100744,MEADOW HEIGHTS VIC 3048,"2/5 Amarina. Close, MEADOW HEIGHTS VIC 3048",House,$350 pw,"['3 Beds', '1 Bath', '1 Parking']",0.3 km away
921,https://www.domain.com.au/35-regent-street-regent-west-vic-3072-16100734,REGENT WEST VIC 3072,"35 Regent Street, REGENT WEST VIC 3072",House,$420 per week,"['2 Beds', '1 Bath', '2 Parking']",0.8 km away
922,https://www.domain.com.au/8-mckean-street-bairnsdale-vic-3875-16100718,BAIRNSDALE VIC 3875,"8 McKean Street, BAIRNSDALE VIC 3875",House,$340 per week,"['3 Beds', '1 Bath', '1 Parking']",0.6 km away
923,https://www.domain.com.au/6-green-court-benalla-vic-3672-16100668,BENALLA VIC 3672,"6 Green Court, BENALLA VIC 3672",House,$500 Per Week,"['4 Beds', '2 Baths', '4 Parking']",1.4 km away
924,https://www.domain.com.au/20a-park-street-pascoe-vale-vic-3044-16100660,PASCOE VALE VIC 3044,"20A Park Street, PASCOE VALE VIC 3044",House,$480.00,"['3 Beds', '1 Bath', '2 Parking']",1 km away
925,https://www.domain.com.au/654-wyndham-street-shepparton-vic-3630-16100644,SHEPPARTON VIC 3630,"654 Wyndham Street, SHEPPARTON VIC 3630",House,$500 pw,"['3 Beds', '2 Baths', '4 Parking']",0.5 km away
926,https://www.domain.com.au/79-buckingham-street-richmond-vic-3121-16100639,RICHMOND VIC 3121,"79 Buckingham Street, RICHMOND VIC 3121",House,THE DEAL: $850 PER WEEK,"['2 Beds', '2 Baths', '− Parking']",0.3 km away
927,https://www.domain.com.au/9-valadero-court-mill-park-vic-3082-16100627,MILL PARK VIC 3082,"9 Valadero Court, MILL PARK VIC 3082",House,$420 per week,"['3 Beds', '1 Bath', '2 Parking']",0.5 km away
928,https://www.domain.com.au/190-princes-way-drouin-vic-3818-16100613,DROUIN VIC 3818,"190 Princes Way, DROUIN VIC 3818",House,$380 pw,"['2 Beds', '1 Bath', '− Parking']",0.6 km away
929,https://www.domain.com.au/10-james-st-richmond-vic-3121-9581547,RICHMOND VIC 3121,"10 James St, RICHMOND VIC 3121",House,$630.00 per week,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
930,https://www.domain.com.au/45-upper-paper-mills-road-fyansford-vic-3218-14138998,FYANSFORD VIC 3218,"45 Upper Paper Mills Road, FYANSFORD VIC 3218",House,$480.00 per week,"['3 Beds', '2 Baths', '4 Parking']",2.6 km away
931,https://www.domain.com.au/3-creek-view-end-wangaratta-vic-3677-16100600,WANGARATTA VIC 3677,"3 Creek View End, WANGARATTA VIC 3677",House,$420.00 per week,"['3 Beds', '2 Baths', '2 Parking']",1.3 km away
932,https://www.domain.com.au/21-manzeene-avenue-lara-vic-3212-16100580,LARA VIC 3212,"21 Manzeene Avenue, LARA VIC 3212",House,$595.00 per week,"['4 Beds', '2 Baths', '2 Parking']",1.9 km away
933,https://www.domain.com.au/19-grange-street-preston-vic-3072-16100552,PRESTON VIC 3072,"19 Grange Street, PRESTON VIC 3072",House,$450 per week,"['3 Beds', '1 Bath', '1 Parking']",0.8 km away
934,https://www.domain.com.au/19-church-street-kilsyth-vic-3137-16100548,KILSYTH VIC 3137,"19 Church Street, KILSYTH VIC 3137",House,$450pw,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
935,https://www.domain.com.au/227-princes-highway-corio-vic-3214-15326537,CORIO VIC 3214,"227 Princes Highway, CORIO VIC 3214",House,$300,"['3 Beds', '1 Bath', '1 Parking']",4.3 km away
936,https://www.domain.com.au/2-39-harley-st-strathdale-vic-3550-16100535,STRATHDALE VIC 3550,"2/39 Harley St, STRATHDALE VIC 3550",House,$370 weekly,"['3 Beds', '1 Bath', '1 Parking']",0.8 km away
937,https://www.domain.com.au/8-ian-crescent-airport-west-vic-3042-16100507,AIRPORT WEST VIC 3042,"8 Ian Crescent, AIRPORT WEST VIC 3042",House,$400pw/ $1738pcm,"['3 Beds', '1 Bath', '1 Parking']",0.5 km away
938,https://www.domain.com.au/8-grange-road-sandringham-vic-3191-15431555,SANDRINGHAM VIC 3191,"8 Grange Road, SANDRINGHAM VIC 3191",House,"$1,300","['4 Beds', '2 Baths', '2 Parking']",0.2 km away
939,https://www.domain.com.au/10-cavendish-avenue-wantirna-vic-3152-15395715,WANTIRNA VIC 3152,"10 Cavendish Avenue, WANTIRNA VIC 3152",House,$510,"['4 Beds', '2 Baths', '2 Parking']",0.2 km away
940,https://www.domain.com.au/107-swallow-street-shepparton-vic-3630-15313675,SHEPPARTON VIC 3630,"107 Swallow Street, SHEPPARTON VIC 3630",House,$365 pw,"['3 Beds', '1 Bath', '1 Parking']",0.4 km away
941,https://www.domain.com.au/26-corhanwarrabul-close-rowville-vic-3178-16100449,ROWVILLE VIC 3178,"26 Corhanwarrabul Close, ROWVILLE VIC 3178",House,$495 per week INCLUDES REGULAR GARDENER,"['4 Beds', '2 Baths', '2 Parking']",1 km away
942,https://www.domain.com.au/28-corella-road-armstrong-creek-vic-3217-16100422,ARMSTRONG CREEK VIC 3217,"28 Corella Road, ARMSTRONG CREEK VIC 3217",House,$520 pw,"['4 Beds', '2 Baths', '2 Parking']",1.4 km away
943,https://www.domain.com.au/41-rupert-street-broadford-vic-3658-10883545,BROADFORD VIC 3658,"41 RUPERT STREET, BROADFORD VIC 3658",House,$390.00 Per Week,"['4 Beds', '2 Baths', '2 Parking']",0.9 km away
944,https://www.domain.com.au/2-13-hall-street-epping-vic-3076-16100383,EPPING VIC 3076,"2/13 Hall Street, EPPING VIC 3076",House,$350,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
945,https://www.domain.com.au/39-clairwood-avenue-pakenham-vic-3810-16100393,PAKENHAM VIC 3810,"39 Clairwood Avenue, PAKENHAM VIC 3810",House,$410 per week,"['3 Beds', '2 Baths', '1 Parking']",1.7 km away
946,https://www.domain.com.au/429-burnley-street-richmond-vic-3121-16100386,RICHMOND VIC 3121,"429 Burnley Street, RICHMOND VIC 3121",House,$925 per week,"['4 Beds', '2 Baths', '3 Parking']",0.6 km away
947,https://www.domain.com.au/3-artful-street-donnybrook-vic-3064-14723598,DONNYBROOK VIC 3064,"3 Artful street, DONNYBROOK VIC 3064",House,$426,"['4 Beds', '2 Baths', '2 Parking']",6.4 km away
