Sailors Gully ,37.65%,N/A,N/A,N/A
Sale ,21.21%,10.77%,$420,$320
San Remo ,24.96%,24.68%,$470,$362.5
Sandhurst ,11.05%,N/A,$570,N/A
Sandringham ,23.72%,26.55%,$900,$475
Sandy Point ,24.8%,N/A,N/A,N/A
Sassafras ,8.12%,N/A,N/A,N/A
Scoresby ,13.53%,N/A,$445,$420
Sea Lake ,17.37%,N/A,N/A,N/A
Seabrook ,11.86%,N/A,$382.5,N/A
Seaford ,17.4%,12.42%,$457.5,$400
Seaholme ,17.31%,N/A,$480,N/A
Seaspray ,40%,N/A,N/A,N/A
Sebastopol ,23.61%,17.34%,$340,$290
Seddon ,10.18%,8.54%,$530,$430
Selby ,33.38%,N/A,N/A,N/A
Seville East ,21.91%,N/A,N/A,N/A
Seymour ,14.24%,N/A,$350,$330
Shepparton ,17.88%,14.72%,$365,$295
Silverleaves ,16.06%,N/A,N/A,N/A
Skenes Creek ,N/A,N/A,N/A,N/A
Skye ,16.18%,12.38%,$495,N/A
Smiths Beach ,23.49%,N/A,N/A,N/A
Smythesdale ,2.96%,N/A,N/A,N/A
Soldiers Hill ,21.96%,N/A,$370,$340
Somers ,10.49%,N/A,$525,N/A
Somerville ,14.79%,9.6%,$505,$420
Sorrento ,26%,N/A,$850,N/A
South Dudley ,N/A,N/A,N/A,N/A
South Geelong ,7.11%,N/A,$480,N/A
South Kingsville ,2.9%,-6.45%,$507.5,$372.5
South Melbourne ,5.11%,1.22%,$675,$440
South Morang ,14.39%,12.79%,$430,$375
South Yarra ,2.49%,1.67%,$750,$410
Southbank ,N/A,1.28%,N/A,$430
Spotswood ,26.83%,-9.76%,$500,$410
Spring Gully ,20.74%,-14.06%,$380,$330
Springvale South ,7.73%,17%,$400,$365
Springvale ,6.34%,3.08%,$390,$380
St Albans Park ,25%,22.15%,$427.5,$350
St Albans ,11.29%,5.88%,$350,$340
St Andrews Beach ,31.86%,N/A,N/A,N/A
St Arnaud ,17.16%,N/A,N/A,N/A
St Helena ,20.05%,N/A,$580,N/A
St Kilda East ,-0.9%,1.85%,$700,$375
St Kilda West ,11.97%,5%,$850,$365
St Kilda ,23.74%,0.83%,$700,$375
St Leonards ,25.2%,12.63%,$440,$370
Stanhope ,26.77%,N/A,N/A,N/A
Stawell ,31.25%,N/A,$340,N/A
Stratford ,23.01%,N/A,$450,N/A
Strathbogie ,N/A,N/A,N/A,N/A
Strathdale ,19.51%,45.93%,$450,$320
Strathfieldsaye ,21.93%,N/A,$480,N/A
Strathmore Heights ,6.13%,N/A,N/A,N/A
Strathmore ,12.28%,8.64%,$600,$420
Stuart Mill ,N/A,N/A,N/A,N/A
Sunbury ,8.33%,4.55%,$400,$360
Sunderland Bay ,29.2%,N/A,N/A,N/A
Sunset Strip ,21.59%,N/A,$390,N/A
Sunshine North ,5.96%,0%,$360,$370
Sunshine West ,11.44%,1.11%,$365,$360
Sunshine ,21.6%,5.93%,$370,$350
Surf Beach ,15.21%,N/A,N/A,N/A
Surrey Hills ,19.9%,-0.66%,$725,$460
Swan Hill ,4.62%,30.1%,$350,$250
Sydenham ,10.38%,6.74%,$400,$360
Talbot ,N/A,N/A,N/A,N/A
Tallangatta ,22.03%,N/A,$355,N/A
Tarneit ,8.4%,0%,$390,$350
Tatura ,13.24%,N/A,$365,$280
Tawonga South ,15.31%,N/A,$450,N/A
Taylors Hill ,12.77%,10.97%,$467.5,$375
Taylors Lakes ,13.86%,N/A,$450,$375
Tecoma ,20.2%,N/A,N/A,N/A
Templestowe Lower ,20.42%,6.18%,$550,$490
Templestowe ,10%,25.47%,$667.5,$450
Terang ,22.3%,N/A,$320,N/A
The Basin ,12.79%,N/A,$430,N/A
The Patch ,N/A,N/A,N/A,N/A
Thomastown ,11.62%,-1.11%,$375,$340
Thomson ,39.38%,N/A,$392.5,N/A
Thornbury ,18.36%,9.2%,$620,$350
Timboon ,5.35%,N/A,$367.5,N/A
Tongala ,40.76%,N/A,$280,N/A
Toora ,31.24%,N/A,N/A,N/A
Tooradin ,12.42%,N/A,N/A,N/A
Toorak ,-10.67%,-3.7%,$1200,$450
Tootgarook ,30.14%,N/A,$470,N/A
Torquay ,31.37%,33.23%,$610,$522.5
Towong ,N/A,N/A,N/A,N/A
Trafalgar South ,N/A,N/A,N/A,N/A
Traralgon East ,12.28%,N/A,$485,N/A
Traralgon ,21.67%,33.12%,$400,$302.5
Travancore ,5.6%,3.63%,$575,$330
Trentham ,31.42%,N/A,N/A,N/A
Truganina ,6.95%,11.83%,$400,$360
Tullamarine ,16.42%,2.91%,$400.5,$360
Tungamah ,N/A,N/A,N/A,N/A
Tyabb ,18.01%,N/A,$505,N/A
Tyers ,N/A,N/A,N/A,N/A
Upper Ferntree Gully ,19.87%,N/A,$455,N/A
Upwey ,13.92%,N/A,$500,N/A
Ventnor ,8.81%,N/A,$420,N/A
Venus Bay ,46.51%,N/A,N/A,N/A
Vermont South ,19.02%,13.17%,$550,$510
Vermont ,22.74%,14.81%,$490,$450
Viewbank ,20.14%,3.73%,$510,$475
Violet Town ,1.96%,N/A,N/A,N/A
Wahgunyah ,16.98%,N/A,N/A,N/A
Wallan ,8.93%,15.49%,$390,$350
Wandana Heights ,14.87%,N/A,$582.5,N/A
Wandin North ,5.03%,N/A,N/A,N/A
Wangaratta ,25.17%,25.64%,$415,$320
Wantirna South ,18.01%,13.9%,$500,$430
Wantirna ,13.81%,9.94%,$485,$450
East Warburton ,6.35%,N/A,N/A,N/A
Warneet ,15.95%,N/A,N/A,N/A
Warracknabeal ,29.03%,N/A,$260,N/A
Warragul ,22.07%,9.93%,$420,$330
Warranwood ,28%,N/A,$625,N/A
Warrnambool ,33.33%,20.72%,$430,$340
Waterways ,-5.57%,N/A,$755,N/A
Watsonia North ,18.86%,N/A,$435,N/A
Watsonia ,22.05%,6.79%,$440,$400
Wattle Glen ,7.04%,N/A,N/A,N/A
Waurn Ponds ,11.07%,N/A,$500,N/A
Waverley ,N/A,N/A,N/A,N/A
Welshpool ,N/A,N/A,N/A,N/A
Wendouree ,22.37%,14.12%,$340,$265
Werribee South ,13.33%,-6.05%,$450,$340
Werribee ,14.07%,3.95%,$350,$315
West Footscray ,19.57%,3.67%,$450,$325
West Melbourne ,1%,-5.31%,$540,$395
West Wodonga ,17.88%,21.72%,$400,$300
Westmeadows ,8.35%,6.99%,$415,$401
Wheelers Hill ,13.92%,0.53%,$527.5,$480
White Hills ,34.33%,N/A,$385,N/A
Whittington ,26.71%,21.01%,$370,$320
Whittlesea ,14.06%,36.03%,$420,$350
Williams Landing ,13.04%,N/A,$450,$380
Williamstown North ,11.59%,N/A,$580,N/A
Williamstown ,8.67%,23.91%,$657.5,$410
Wimbledon Heights ,37.3%,N/A,N/A,N/A
Winchelsea South ,N/A,N/A,N/A,N/A
Windsor ,14.38%,4.96%,$675,$380
Wollert ,13.46%,5.42%,$430,$360
Wonga Park ,-0.59%,N/A,N/A,N/A
Woodend North ,N/A,N/A,N/A,N/A
Woolamai ,N/A,N/A,N/A,N/A
Woori Yallock ,11.09%,N/A,$420,N/A
Wy Yung ,17.65%,N/A,N/A,N/A
Wyndham Vale ,8.91%,13.83%,$350,$340
Yallambie ,21.97%,N/A,$495,N/A
Yallourn North ,25.51%,N/A,$310,N/A
Yarra Glen ,18.17%,0%,$450,N/A
Yarra Junction ,19.14%,N/A,N/A,N/A
Yarragon South ,N/A,N/A,N/A,N/A
Yarram ,27.87%,N/A,$320,N/A
Yarraville ,15.91%,9.89%,$522.5,$442.5
Yarrawonga ,19.66%,18.09%,$420,$320
Yea ,17.3%,N/A,$400,N/A
